,holds,grades,year,angle
1544,"[('A12', 'hold'), ('B18', 'end'), ('E14', 'hold'), ('E15', 'hold'), ('F6', 'start'), ('H10', 'hold'), ('I5', 'start')]",6B,2019,25
1545,"[('C18', 'end'), ('D8', 'hold'), ('E11', 'hold'), ('E14', 'hold'), ('F5', 'start'), ('G17', 'hold')]",6B,2019,25
1546,"[('A10', 'hold'), ('B14', 'hold'), ('D5', 'start'), ('E11', 'hold'), ('E16', 'hold'), ('F16', 'hold'), ('G9', 'hold'), ('I4', 'start'), ('J18', 'end')]",6B,2019,25
1547,"[('B8', 'hold'), ('C3', 'start'), ('F10', 'hold'), ('G13', 'hold'), ('J18', 'end'), ('J15', 'hold')]",6B,2019,25
1548,"[('A6', 'hold'), ('B16', 'hold'), ('C12', 'hold'), ('C18', 'end'), ('E14', 'hold'), ('F8', 'hold'), ('F4', 'start'), ('G10', 'hold')]",6A+,2019,25
1549,"[('E15', 'hold'), ('F10', 'hold'), ('G5', 'start'), ('G18', 'end'), ('H13', 'hold'), ('H9', 'hold'), ('I17', 'hold'), ('J3', 'start')]",6A+,2019,25
1550,"[('A18', 'end'), ('B16', 'hold'), ('C8', 'hold'), ('C13', 'hold'), ('E11', 'hold'), ('F6', 'hold'), ('H4', 'start')]",6A+,2019,25
1551,"[('B18', 'end'), ('C14', 'hold'), ('F16', 'hold'), ('F10', 'hold'), ('G6', 'start'), ('G12', 'hold'), ('J4', 'start'), ('K9', 'hold')]",6A+,2019,25
1552,"[('A11', 'hold'), ('A14', 'hold'), ('A15', 'hold'), ('D18', 'end'), ('D10', 'hold'), ('F4', 'start'), ('G9', 'hold'), ('J4', 'start')]",6A+,2019,25
1553,"[('C12', 'hold'), ('D18', 'end'), ('D3', 'start'), ('F16', 'hold'), ('F13', 'hold'), ('G4', 'start'), ('G9', 'hold')]",6A+,2019,25
1554,"[('C13', 'hold'), ('D18', 'end'), ('D8', 'hold'), ('E11', 'hold'), ('F16', 'hold'), ('H9', 'hold'), ('I5', 'start'), ('K4', 'start')]",6A+,2019,25
1555,"[('B5', 'start'), ('D18', 'end'), ('D10', 'hold'), ('D3', 'start'), ('E7', 'hold'), ('E12', 'hold'), ('H16', 'hold'), ('H12', 'hold')]",6A+,2019,25
1556,"[('A11', 'hold'), ('C15', 'hold'), ('C17', 'hold'), ('D9', 'hold'), ('E1', 'start'), ('E10', 'hold'), ('F14', 'hold'), ('G5', 'start'), ('H18', 'end')]",6A+,2019,25
1557,"[('C5', 'start'), ('C10', 'hold'), ('E14', 'hold'), ('F8', 'hold'), ('F2', 'start'), ('G11', 'hold'), ('H18', 'end'), ('H16', 'hold')]",6A+,2019,25
1558,"[('D18', 'end'), ('D3', 'start'), ('E14', 'hold'), ('F9', 'hold'), ('H12', 'hold'), ('H4', 'start')]",6A+,2019,25
1559,"[('A9', 'hold'), ('C14', 'hold'), ('D5', 'start'), ('E7', 'hold'), ('E11', 'hold'), ('G15', 'hold'), ('G17', 'hold'), ('H3', 'start'), ('J18', 'end')]",6A,2019,25
1560,"[('A4', 'start'), ('A9', 'hold'), ('B5', 'start'), ('C14', 'hold'), ('E10', 'hold'), ('F15', 'hold'), ('F14', 'hold'), ('H6', 'hold'), ('J18', 'end'), ('J15', 'hold')]",6A,2019,25
1561,"[('C14', 'hold'), ('D18', 'end'), ('D5', 'start'), ('E10', 'hold'), ('F14', 'hold'), ('F10', 'hold'), ('G5', 'start')]",6A,2019,25
1562,"[('A5', 'start'), ('A11', 'hold'), ('B8', 'hold'), ('B5', 'start'), ('C14', 'hold'), ('C17', 'hold'), ('D18', 'end'), ('E11', 'hold'), ('F14', 'hold')]",6A,2019,25
1563,"[('G5', 'start'), ('G12', 'hold'), ('H18', 'end'), ('H10', 'hold'), ('I8', 'hold'), ('I15', 'hold'), ('J7', 'hold'), ('J3', 'start')]",6A,2019,25
1564,"[('C3', 'start'), ('D9', 'hold'), ('E15', 'hold'), ('F18', 'end'), ('G5', 'start'), ('G12', 'hold')]",6A,2019,25
1565,"[('A5', 'start'), ('B18', 'end'), ('D9', 'hold'), ('E6', 'start'), ('E16', 'hold'), ('F10', 'hold'), ('G13', 'hold')]",6A,2019,25
1566,"[('A4', 'start'), ('B12', 'hold'), ('C15', 'hold'), ('D6', 'hold'), ('E7', 'hold'), ('E10', 'hold'), ('F13', 'hold'), ('F2', 'start'), ('H16', 'hold'), ('J18', 'end')]",6A,2019,25
1567,"[('D13', 'hold'), ('D8', 'hold'), ('E10', 'hold'), ('F5', 'start'), ('G14', 'hold'), ('G17', 'hold'), ('H18', 'end')]",6A,2019,25
1568,"[('A5', 'start'), ('A9', 'hold'), ('B8', 'hold'), ('C14', 'hold'), ('D18', 'end'), ('D15', 'hold'), ('D3', 'start'), ('E11', 'hold')]",5+,2019,25
1569,"[('D18', 'end'), ('E14', 'hold'), ('G10', 'hold'), ('H16', 'hold'), ('H12', 'hold'), ('H5', 'start'), ('K4', 'start'), ('K9', 'hold')]",5+,2019,25
1570,"[('D10', 'hold'), ('F8', 'hold'), ('H16', 'hold'), ('H12', 'hold'), ('H4', 'start'), ('I18', 'end')]",5+,2019,25
1571,"[('A5', 'start'), ('A11', 'hold'), ('B8', 'hold'), ('C14', 'hold'), ('D18', 'end'), ('D3', 'start'), ('E10', 'hold'), ('F15', 'hold')]",5+,2019,25
1572,"[('C13', 'hold'), ('D18', 'end'), ('D15', 'hold'), ('E11', 'hold'), ('F4', 'start'), ('G6', 'hold'), ('G9', 'hold'), ('I8', 'hold')]",5+,2019,25
1573,"[('D9', 'hold'), ('D5', 'start'), ('F15', 'hold'), ('G5', 'start'), ('G12', 'hold'), ('H9', 'hold'), ('J18', 'end'), ('J15', 'hold')]",5+,2019,25
1574,"[('A9', 'hold'), ('B5', 'start'), ('C14', 'hold'), ('E7', 'hold'), ('E11', 'hold'), ('H18', 'end'), ('H16', 'hold')]",5+,2019,25
1575,"[('G5', 'start'), ('G9', 'hold'), ('G13', 'hold'), ('H18', 'end'), ('H10', 'hold'), ('I8', 'hold'), ('I15', 'hold'), ('J18', 'end'), ('J3', 'start')]",5+,2019,25
1576,"[('C8', 'hold'), ('D18', 'end'), ('E12', 'hold'), ('F4', 'start'), ('G9', 'hold'), ('G15', 'hold'), ('H4', 'start')]",5+,2019,25
1577,"[('C14', 'hold'), ('D18', 'end'), ('F17', 'hold'), ('F4', 'start'), ('G9', 'hold'), ('G12', 'hold'), ('I6', 'hold')]",5+,2019,25
1578,"[('G6', 'start'), ('G9', 'hold'), ('H18', 'end'), ('H4', 'start'), ('I8', 'hold'), ('I15', 'hold'), ('J13', 'hold')]",5+,2019,25
1579,"[('B15', 'hold'), ('C18', 'end'), ('E11', 'hold'), ('F13', 'hold'), ('F8', 'hold'), ('F3', 'start'), ('J8', 'hold')]",6C+,2019,25
1580,"[('B3', 'start'), ('D8', 'hold'), ('D4', 'start'), ('E7', 'hold'), ('F15', 'hold'), ('H14', 'hold'), ('H11', 'hold'), ('I14', 'hold'), ('J18', 'end')]",6C+,2019,25
1581,"[('C5', 'start'), ('D18', 'end'), ('F17', 'hold'), ('G10', 'hold'), ('H5', 'start'), ('I15', 'hold'), ('J14', 'hold'), ('K10', 'hold')]",6C+,2019,25
1582,"[('A4', 'start'), ('C5', 'start'), ('D18', 'end'), ('D8', 'hold'), ('E7', 'hold'), ('F11', 'hold'), ('G16', 'hold'), ('H11', 'hold'), ('J14', 'hold'), ('K8', 'hold')]",6C+,2019,25
1583,"[('D18', 'end'), ('E9', 'hold'), ('E15', 'hold'), ('G4', 'hold'), ('H14', 'hold'), ('J10', 'hold'), ('J5', 'start')]",6C+,2019,25
1584,"[('B13', 'hold'), ('E4', 'start'), ('E16', 'hold'), ('E18', 'end'), ('F11', 'hold'), ('F9', 'hold'), ('I4', 'start')]",6C+,2019,25
1585,"[('C18', 'end'), ('E9', 'hold'), ('F4', 'start'), ('G15', 'hold'), ('H14', 'hold'), ('I7', 'hold'), ('J6', 'hold'), ('K11', 'hold')]",6C+,2019,25
1586,"[('A11', 'hold'), ('B3', 'start'), ('D4', 'start'), ('E7', 'hold'), ('E18', 'end'), ('F14', 'hold')]",6C+,2019,25
1587,"[('A4', 'start'), ('E11', 'hold'), ('E14', 'hold'), ('F10', 'hold'), ('G4', 'start'), ('G7', 'hold'), ('I16', 'hold'), ('I17', 'hold'), ('K9', 'hold'), ('K18', 'end')]",6C,2019,25
1588,"[('A18', 'end'), ('D16', 'hold'), ('D2', 'start'), ('F16', 'hold'), ('F6', 'hold'), ('G3', 'start'), ('G10', 'hold'), ('H11', 'hold'), ('I15', 'hold')]",6C,2019,25
1589,"[('A18', 'end'), ('B17', 'hold'), ('D4', 'start'), ('E14', 'hold'), ('F8', 'hold'), ('H15', 'hold'), ('H11', 'hold'), ('I5', 'start')]",6C,2019,25
1590,"[('C15', 'hold'), ('D11', 'hold'), ('D4', 'start'), ('F18', 'end'), ('H13', 'hold'), ('H8', 'hold'), ('H3', 'start')]",6C,2019,25
1591,"[('A18', 'end'), ('B8', 'hold'), ('C3', 'start'), ('D14', 'hold'), ('E15', 'hold'), ('F10', 'hold'), ('G5', 'start')]",6C,2019,25
1592,"[('B14', 'hold'), ('D18', 'end'), ('E8', 'hold'), ('E12', 'hold'), ('F13', 'hold'), ('H4', 'start'), ('I10', 'hold')]",6C,2019,25
1593,"[('D8', 'hold'), ('D2', 'start'), ('E14', 'hold'), ('F18', 'hold'), ('G4', 'start'), ('G11', 'hold'), ('J16', 'hold'), ('K11', 'hold'), ('K18', 'end')]",6C,2019,25
1594,"[('A2', 'hold'), ('A15', 'hold'), ('C3', 'start'), ('C18', 'end'), ('D16', 'hold'), ('D11', 'hold'), ('F12', 'hold'), ('G7', 'hold'), ('H4', 'start')]",6C,2019,25
1595,"[('A5', 'start'), ('A10', 'hold'), ('B8', 'hold'), ('F15', 'hold'), ('G12', 'hold'), ('J18', 'end')]",6C,2019,25
1596,"[('C14', 'hold'), ('D5', 'start'), ('E10', 'hold'), ('G5', 'start'), ('G18', 'end'), ('H15', 'hold'), ('J10', 'hold')]",6C,2019,25
1597,"[('A4', 'start'), ('A6', 'start'), ('B18', 'end'), ('F16', 'hold'), ('F8', 'hold'), ('G9', 'hold'), ('G11', 'hold'), ('G16', 'hold'), ('J15', 'hold'), ('K3', 'hold'), ('K12', 'hold')]",6C,2019,25
1598,"[('B18', 'end'), ('E14', 'hold'), ('E16', 'hold'), ('F4', 'start'), ('H11', 'hold'), ('I14', 'hold'), ('K8', 'hold')]",6C,2019,25
1599,"[('B14', 'hold'), ('B11', 'hold'), ('E3', 'hold'), ('E16', 'hold'), ('F17', 'hold'), ('F10', 'hold'), ('H4', 'start'), ('J18', 'end'), ('J5', 'start'), ('K9', 'hold')]",6C,2019,25
1600,"[('A7', 'hold'), ('B18', 'end'), ('B14', 'hold'), ('E10', 'hold'), ('F13', 'hold'), ('H11', 'hold'), ('I4', 'start'), ('I10', 'hold'), ('J3', 'start'), ('K7', 'hold')]",6C,2019,25
1601,"[('C13', 'hold'), ('D18', 'end'), ('E14', 'hold'), ('F5', 'start'), ('G9', 'hold')]",6C,2019,25
1602,"[('E3', 'start'), ('E12', 'hold'), ('E15', 'hold'), ('F9', 'hold'), ('F6', 'start'), ('H18', 'end'), ('H13', 'hold'), ('I10', 'hold')]",6B+,2019,25
1603,"[('A3', 'hold'), ('A9', 'hold'), ('A15', 'hold'), ('C13', 'hold'), ('E17', 'hold'), ('F16', 'hold'), ('F8', 'hold'), ('H9', 'hold'), ('J18', 'end'), ('J5', 'start')]",6B+,2019,25
1604,"[('B4', 'hold'), ('C10', 'hold'), ('D5', 'start'), ('F13', 'hold'), ('F9', 'hold'), ('G4', 'start'), ('G15', 'hold'), ('J18', 'end')]",6B+,2019,25
1605,"[('C2', 'start'), ('D5', 'hold'), ('E12', 'hold'), ('G3', 'start'), ('G9', 'hold'), ('H18', 'end'), ('H15', 'hold'), ('K11', 'hold')]",6B+,2019,25
1606,"[('D18', 'end'), ('E5', 'hold'), ('F12', 'hold'), ('H15', 'hold'), ('H6', 'start'), ('I9', 'hold'), ('J11', 'hold'), ('J5', 'start')]",6B+,2019,25
1607,"[('A4', 'start'), ('C10', 'hold'), ('D1', 'start'), ('E7', 'hold'), ('E16', 'hold'), ('G12', 'hold'), ('I18', 'end')]",6B+,2019,25
1608,"[('A15', 'hold'), ('B7', 'hold'), ('B3', 'start'), ('E5', 'start'), ('F17', 'hold'), ('F14', 'hold'), ('F10', 'hold'), ('G10', 'hold'), ('G17', 'hold'), ('J18', 'end')]",6B+,2019,25
1609,"[('D18', 'end'), ('D8', 'hold'), ('E3', 'start'), ('E14', 'hold'), ('F6', 'hold'), ('G11', 'hold'), ('G17', 'hold'), ('H3', 'start')]",6B+,2019,25
1610,"[('D18', 'end'), ('F4', 'start'), ('G9', 'hold'), ('H4', 'start'), ('I15', 'hold')]",6B+,2019,25
1611,"[('C4', 'start'), ('F18', 'end'), ('F12', 'hold'), ('G5', 'start'), ('H9', 'hold'), ('J15', 'hold')]",6B+,2019,25
1612,"[('D18', 'end'), ('E13', 'hold'), ('F8', 'hold'), ('F3', 'start'), ('G15', 'hold'), ('I4', 'start'), ('I6', 'hold'), ('I11', 'hold')]",6B+,2019,25
1613,"[('B16', 'hold'), ('D18', 'end'), ('F6', 'hold'), ('F3', 'start'), ('G11', 'hold'), ('G15', 'hold'), ('I10', 'hold'), ('J13', 'hold'), ('J6', 'hold'), ('K4', 'start')]",6B+,2019,25
1614,"[('B9', 'hold'), ('C3', 'start'), ('D12', 'hold'), ('E6', 'start'), ('E13', 'hold'), ('E16', 'hold'), ('E18', 'end')]",6B+,2019,25
1615,"[('E8', 'hold'), ('E12', 'hold'), ('F4', 'start'), ('G10', 'hold'), ('H8', 'hold'), ('H5', 'start'), ('I16', 'hold'), ('I18', 'end'), ('J15', 'hold'), ('K11', 'hold')]",6B,2019,25
1616,"[('A5', 'start'), ('D9', 'hold'), ('E5', 'start'), ('E13', 'hold'), ('G18', 'end'), ('H16', 'hold'), ('H11', 'hold'), ('H4', 'hold')]",6B,2019,25
1617,"[('B18', 'end'), ('D5', 'start'), ('E17', 'hold'), ('G12', 'hold'), ('G17', 'hold'), ('H9', 'hold'), ('H3', 'start'), ('I14', 'hold')]",6B,2019,25
1618,"[('A6', 'hold'), ('A11', 'hold'), ('D15', 'hold'), ('E11', 'hold'), ('E17', 'hold'), ('F10', 'hold'), ('F3', 'start'), ('I8', 'hold'), ('I18', 'end'), ('J5', 'start')]",6B,2019,25
1619,"[('A4', 'start'), ('B7', 'hold'), ('E5', 'start'), ('E11', 'hold'), ('G8', 'hold'), ('I12', 'end'), ('J12', 'end')]",6C,2020,40
1620,"[('D9', 'hold'), ('H12', 'end'), ('H7', 'hold'), ('J5', 'start')]",6C,2020,40
1621,"[('C12', 'end'), ('F12', 'hold'), ('F6', 'start'), ('H3', 'start'), ('J7', 'hold'), ('K7', 'hold'), ('K11', 'hold')]",6C,2020,40
1622,"[('E6', 'start'), ('E11', 'hold'), ('F6', 'start'), ('I12', 'hold'), ('J12', 'hold'), ('K12', 'end')]",6C,2020,40
1623,"[('C4', 'start'), ('E7', 'hold'), ('F5', 'start'), ('F2', 'hold'), ('G7', 'hold'), ('H12', 'end'), ('I9', 'hold'), ('I11', 'hold'), ('K12', 'end')]",6C,2020,40
1624,"[('F12', 'end'), ('F2', 'hold'), ('H8', 'hold'), ('J5', 'start'), ('K8', 'hold'), ('K11', 'hold')]",6C,2020,40
1625,"[('A6', 'start'), ('C10', 'hold'), ('E8', 'hold'), ('F4', 'start'), ('H11', 'hold'), ('H10', 'hold'), ('J12', 'end'), ('J5', 'hold'), ('K12', 'end')]",6C,2020,40
1626,"[('B5', 'hold'), ('C12', 'end'), ('E3', 'hold'), ('E11', 'hold'), ('F10', 'hold'), ('G5', 'start'), ('J10', 'hold'), ('K3', 'start'), ('K7', 'hold')]",6C,2020,40
1627,"[('C12', 'end'), ('E9', 'hold'), ('E10', 'hold'), ('I8', 'hold'), ('J6', 'start'), ('J5', 'start')]",6C,2020,40
1628,"[('A3', 'start'), ('C8', 'hold'), ('D4', 'start'), ('F11', 'hold'), ('G12', 'hold'), ('I5', 'hold'), ('J12', 'end'), ('K12', 'end')]",6C,2020,40
1629,"[('C12', 'end'), ('E7', 'hold'), ('E11', 'hold'), ('E12', 'end'), ('F2', 'hold'), ('I7', 'hold'), ('J10', 'hold'), ('J5', 'start')]",6C,2020,40
1630,"[('E5', 'start'), ('E9', 'hold'), ('F10', 'hold'), ('G6', 'start'), ('J10', 'hold'), ('K12', 'end')]",6C,2020,40
1631,"[('D6', 'start'), ('F12', 'end'), ('F6', 'start'), ('K2', 'hold')]",6C,2020,40
1632,"[('A6', 'start'), ('B12', 'end'), ('D10', 'hold')]",6C,2020,40
1633,"[('B4', 'hold'), ('C12', 'end'), ('E7', 'hold'), ('G10', 'hold'), ('I8', 'hold'), ('J5', 'start')]",6C,2020,40
1634,"[('C12', 'end'), ('D12', 'end'), ('F9', 'hold'), ('G5', 'start'), ('J11', 'hold'), ('K4', 'start'), ('K7', 'hold')]",6C,2020,40
1635,"[('A8', 'hold'), ('C6', 'start'), ('C11', 'hold'), ('D12', 'hold'), ('E6', 'start'), ('G4', 'hold'), ('G12', 'end'), ('H11', 'hold'), ('K12', 'end')]",6C,2020,40
1636,"[('E7', 'hold'), ('G12', 'end'), ('H9', 'hold'), ('I4', 'start'), ('K7', 'hold')]",6B+,2020,40
1637,"[('A2', 'hold'), ('A9', 'hold'), ('B7', 'hold'), ('C11', 'hold'), ('D12', 'end'), ('E3', 'start'), ('F12', 'end'), ('G7', 'hold'), ('J6', 'start')]",6B+,2020,40
1638,"[('C12', 'end'), ('D12', 'end'), ('D9', 'hold'), ('G5', 'start'), ('H11', 'hold'), ('J6', 'start')]",6B+,2020,40
1639,"[('B5', 'start'), ('C8', 'hold'), ('E6', 'start'), ('F2', 'hold'), ('G10', 'hold'), ('G12', 'end')]",6B+,2020,40
1640,"[('C5', 'start'), ('E10', 'hold'), ('F6', 'start'), ('H12', 'end')]",6B+,2020,40
1641,"[('C5', 'start'), ('C12', 'end'), ('D6', 'start'), ('F12', 'end'), ('G11', 'hold'), ('H7', 'hold')]",6B+,2020,40
1642,"[('F2', 'hold'), ('G7', 'hold'), ('H12', 'end'), ('J11', 'hold'), ('J5', 'start'), ('K7', 'hold')]",6B+,2020,40
1643,"[('D12', 'end'), ('E10', 'hold'), ('E12', 'end'), ('F8', 'hold'), ('G9', 'hold'), ('J6', 'start'), ('K3', 'start')]",6B+,2020,40
1644,"[('D12', 'end'), ('E4', 'start'), ('G11', 'hold'), ('H11', 'hold'), ('H7', 'hold'), ('H4', 'start'), ('J9', 'hold')]",6B+,2020,40
1645,"[('B10', 'hold'), ('B7', 'hold'), ('C12', 'end'), ('D7', 'hold'), ('E3', 'hold'), ('G5', 'hold'), ('G7', 'hold'), ('J6', 'start')]",6B+,2020,40
1646,"[('A4', 'hold'), ('A12', 'end'), ('C12', 'end'), ('D11', 'hold'), ('G5', 'start'), ('H10', 'hold'), ('I11', 'hold'), ('J4', 'start'), ('K7', 'hold')]",6B+,2020,40
1647,"[('C12', 'end'), ('D6', 'start'), ('F12', 'hold'), ('G5', 'start'), ('G11', 'hold'), ('J9', 'hold'), ('J6', 'hold')]",6B+,2020,40
1648,"[('A6', 'start'), ('F8', 'hold'), ('F6', 'hold'), ('H10', 'hold'), ('J12', 'end'), ('J9', 'hold'), ('K12', 'end')]",6B+,2020,40
1649,"[('A4', 'start'), ('C8', 'hold'), ('D11', 'hold'), ('D6', 'start'), ('E10', 'hold'), ('H12', 'end')]",6B+,2020,40
1650,"[('D5', 'start'), ('E3', 'start'), ('F12', 'end'), ('F8', 'hold'), ('I8', 'hold')]",6B+,2020,40
1651,"[('C12', 'end'), ('G4', 'start'), ('I8', 'hold'), ('I11', 'hold'), ('J4', 'start')]",6B+,2020,40
1652,"[('B5', 'start'), ('C8', 'hold'), ('G4', 'start'), ('G8', 'hold'), ('G12', 'end')]",6B+,2020,40
1653,"[('D10', 'hold'), ('D6', 'start'), ('E8', 'hold'), ('F4', 'start'), ('H12', 'end'), ('H11', 'hold'), ('I4', 'hold'), ('I12', 'end')]",6B+,2020,40
1654,"[('C12', 'end'), ('E10', 'hold'), ('F2', 'hold'), ('G8', 'hold'), ('J9', 'hold'), ('J6', 'start'), ('K6', 'start')]",6B+,2020,40
1655,"[('C12', 'end'), ('E9', 'hold'), ('F11', 'hold'), ('F2', 'hold'), ('G5', 'start'), ('H7', 'hold')]",6B+,2020,40
1656,"[('A6', 'start'), ('A9', 'hold'), ('C11', 'hold'), ('C12', 'hold'), ('H9', 'hold'), ('J12', 'end'), ('J5', 'hold'), ('K12', 'end')]",6B+,2020,40
1657,"[('A6', 'start'), ('D4', 'hold'), ('F6', 'hold'), ('G11', 'hold'), ('H12', 'end'), ('H9', 'hold'), ('K12', 'end')]",6B+,2020,40
1658,"[('D6', 'start'), ('D3', 'start'), ('F10', 'hold'), ('G7', 'hold'), ('I12', 'end'), ('J10', 'hold')]",6B+,2020,40
1659,"[('D4', 'start'), ('F10', 'hold'), ('H7', 'hold'), ('J12', 'end'), ('J3', 'start')]",6C,2020,40
1660,"[('G4', 'start'), ('G12', 'end'), ('J7', 'hold'), ('J4', 'start'), ('K9', 'hold')]",6C,2020,40
1661,"[('F12', 'end'), ('F2', 'hold'), ('G5', 'start'), ('J4', 'start'), ('K9', 'hold')]",6C,2020,40
1662,"[('A9', 'hold'), ('D4', 'start'), ('F11', 'hold'), ('G11', 'hold'), ('I5', 'hold'), ('K12', 'end')]",6C,2020,40
1663,"[('C6', 'start'), ('E6', 'start'), ('E9', 'hold'), ('G12', 'end'), ('I10', 'hold'), ('K12', 'end')]",6C,2020,40
1664,"[('D12', 'end'), ('H11', 'hold'), ('H10', 'hold'), ('J9', 'hold'), ('J5', 'start')]",6C,2020,40
1665,"[('A7', 'hold'), ('B11', 'hold'), ('B9', 'hold'), ('D4', 'start'), ('G12', 'end')]",6C,2020,40
1666,"[('D4', 'start'), ('G4', 'start'), ('I8', 'hold'), ('J9', 'hold'), ('K12', 'end')]",6C,2020,40
1667,"[('B5', 'start'), ('C5', 'start'), ('E9', 'hold'), ('F6', 'hold'), ('G12', 'end'), ('J8', 'hold'), ('K12', 'end')]",6C,2020,40
1668,"[('B3', 'start'), ('C10', 'hold'), ('E6', 'start'), ('G10', 'hold'), ('G12', 'hold'), ('I5', 'hold'), ('K12', 'end')]",6C,2020,40
1669,"[('A4', 'start'), ('C8', 'hold'), ('E6', 'start'), ('F10', 'hold'), ('G9', 'hold'), ('I12', 'end'), ('J11', 'hold'), ('K12', 'end')]",6C,2020,40
1670,"[('A12', 'end'), ('C10', 'hold'), ('D12', 'end'), ('E3', 'start'), ('F8', 'hold'), ('J6', 'start')]",6C,2020,40
1671,"[('B7', 'hold'), ('B4', 'start'), ('C12', 'hold'), ('D4', 'start'), ('E9', 'hold'), ('H12', 'end')]",6C,2020,40
1672,"[('B5', 'start'), ('C8', 'hold'), ('E6', 'start'), ('G12', 'end')]",6C,2020,40
1673,"[('A5', 'start'), ('A8', 'hold'), ('C12', 'end'), ('E7', 'hold'), ('F6', 'start'), ('F4', 'hold')]",6C,2020,40
1674,"[('C5', 'start'), ('F8', 'hold'), ('H12', 'hold'), ('H10', 'hold'), ('H4', 'start'), ('K12', 'end')]",6C,2020,40
1675,"[('D9', 'hold'), ('E3', 'start'), ('F6', 'hold'), ('H3', 'start'), ('I12', 'end'), ('J11', 'hold'), ('K12', 'end')]",6C,2020,40
1676,"[('B5', 'start'), ('C6', 'start'), ('C8', 'hold'), ('G11', 'hold'), ('H7', 'hold'), ('K12', 'end')]",6C,2020,40
1677,"[('D9', 'hold'), ('D6', 'start'), ('G11', 'hold'), ('I2', 'start'), ('I7', 'hold'), ('J12', 'end'), ('J10', 'hold'), ('K12', 'end')]",6C,2020,40
1678,"[('G4', 'start'), ('G12', 'end'), ('I10', 'hold'), ('J7', 'hold'), ('J4', 'start')]",6C,2020,40
1679,"[('E6', 'start'), ('G8', 'hold'), ('H12', 'end'), ('I6', 'start'), ('J9', 'hold')]",6C,2020,40
1680,"[('A6', 'start'), ('B7', 'hold'), ('C12', 'end'), ('F2', 'hold'), ('G8', 'hold')]",6C,2020,40
1681,"[('A12', 'end'), ('C6', 'hold'), ('G3', 'hold'), ('G10', 'hold'), ('G12', 'end'), ('H6', 'start'), ('J4', 'start'), ('K9', 'hold')]",6C,2020,40
1682,"[('B5', 'start'), ('C8', 'hold'), ('E6', 'start'), ('E12', 'end')]",6C,2020,40
1683,"[('E3', 'start'), ('G7', 'hold'), ('G11', 'hold'), ('I3', 'start'), ('K12', 'end')]",6C,2020,40
1684,"[('A12', 'end'), ('B12', 'end'), ('C11', 'hold'), ('F10', 'hold'), ('G5', 'start'), ('G12', 'hold'), ('J7', 'hold'), ('J5', 'start')]",6C,2020,40
1685,"[('A6', 'start'), ('A8', 'hold'), ('E10', 'hold'), ('F12', 'end')]",6C,2020,40
1686,"[('B3', 'start'), ('D4', 'start'), ('F10', 'hold'), ('G6', 'hold'), ('G9', 'hold'), ('I12', 'end'), ('J12', 'end')]",6C,2020,40
1687,"[('A12', 'end'), ('C12', 'end'), ('D12', 'hold'), ('E3', 'start'), ('G5', 'start'), ('G11', 'hold'), ('J11', 'hold'), ('J6', 'hold')]",6C,2020,40
1688,"[('D4', 'start'), ('E6', 'start'), ('F8', 'hold'), ('G10', 'hold'), ('H12', 'end')]",6C,2020,40
1689,"[('A6', 'start'), ('F8', 'hold'), ('F6', 'hold'), ('I12', 'end'), ('J9', 'hold')]",6C,2020,40
1690,"[('A7', 'hold'), ('A12', 'end'), ('B12', 'end'), ('E12', 'hold'), ('F11', 'hold'), ('G4', 'start'), ('J10', 'hold'), ('J7', 'hold'), ('J4', 'start')]",6C,2020,40
1691,"[('A6', 'start'), ('B7', 'hold'), ('F4', 'hold'), ('G9', 'hold'), ('G11', 'hold'), ('H12', 'end')]",6C,2020,40
1692,"[('A6', 'start'), ('A12', 'end'), ('B12', 'end'), ('B7', 'hold'), ('D11', 'hold'), ('E12', 'hold'), ('F4', 'hold'), ('F2', 'hold'), ('H9', 'hold')]",6C,2020,40
1693,"[('A6', 'start'), ('C8', 'hold'), ('F8', 'hold'), ('G11', 'hold'), ('I12', 'end'), ('K12', 'end')]",6C,2020,40
1694,"[('B5', 'start'), ('D9', 'hold'), ('G4', 'start'), ('J12', 'end'), ('J11', 'hold'), ('K12', 'end')]",6C,2020,40
1695,"[('A6', 'start'), ('C8', 'hold'), ('F2', 'hold'), ('G8', 'hold'), ('G11', 'hold'), ('I12', 'end'), ('K5', 'hold')]",6C,2020,40
1696,"[('G4', 'start'), ('I8', 'hold'), ('J4', 'start'), ('K12', 'end')]",6C,2020,40
1697,"[('D4', 'start'), ('G12', 'end'), ('I8', 'hold')]",6C,2020,40
1698,"[('A12', 'end'), ('B12', 'end'), ('C3', 'start'), ('D12', 'hold'), ('D6', 'start'), ('H9', 'hold')]",6C,2020,40
1699,"[('E3', 'start'), ('E10', 'hold'), ('H3', 'start'), ('I3', 'hold'), ('J4', 'hold'), ('K12', 'end')]",8A+,2020,40
1700,"[('A4', 'hold'), ('A12', 'end'), ('C11', 'hold'), ('H12', 'hold'), ('J6', 'start'), ('K3', 'hold')]",8A,2020,40
1701,"[('C6', 'start'), ('D12', 'hold'), ('F6', 'start'), ('K12', 'end')]",8A,2020,40
1702,"[('A6', 'hold'), ('A12', 'end'), ('B11', 'hold'), ('F11', 'hold'), ('H10', 'hold'), ('I3', 'start'), ('K6', 'start'), ('K10', 'hold')]",8A,2020,40
